Stage,LA Name,Seed Code,School Name,Organiser,Percentage Achieved expected level
"P1, P4 & P7 combined",Fife,5425026,Canongate Primary School,Reading,80.24691358
"P1, P4 & P7 combined",Fife,5425026,Canongate Primary School,Writing,72.83950617
"P1, P4 & P7 combined",Fife,5425026,Canongate Primary School,Numeracy,71.60493827
"P1, P4 & P7 combined",Fife,5425123,Greyfriars RC Primary School,Listening and Talking,88.0952381
"P1, P4 & P7 combined",Fife,5425123,Greyfriars RC Primary School,Reading,88.0952381
"P1, P4 & P7 combined",Fife,5425123,Greyfriars RC Primary School,Writing,88.0952381
"P1, P4 & P7 combined",Fife,5425123,Greyfriars RC Primary School,Numeracy,88.0952381
"P1, P4 & P7 combined",Fife,5425328,Lawhead Primary School,Listening and Talking,92.59259259
"P1, P4 & P7 combined",Fife,5425328,Lawhead Primary School,Reading,88.88888889
"P1, P4 & P7 combined",Fife,5425328,Lawhead Primary School,Writing,85.18518519
"P1, P4 & P7 combined",Fife,5425328,Lawhead Primary School,Numeracy,81.48148148
"P1, P4 & P7 combined",Fife,5425425,Springfield Primary School,Listening and Talking,[c]
"P1, P4 & P7 combined",Fife,5425425,Springfield Primary School,Reading,[c]
"P1, P4 & P7 combined",Fife,5425425,Springfield Primary School,Writing,[c]
"P1, P4 & P7 combined",Fife,5425425,Springfield Primary School,Numeracy,[c]
"P1, P4 & P7 combined",Fife,5425522,Strathkinness Primary School,Listening and Talking,87-100%
"P1, P4 & P7 combined",Fife,5425522,Strathkinness Primary School,Reading,84.61538462
"P1, P4 & P7 combined",Fife,5425522,Strathkinness Primary School,Writing,74.35897436
"P1, P4 & P7 combined",Fife,5425522,Strathkinness Primary School,Numeracy,84.61538462
"P1, P4 & P7 combined",Fife,5425727,Strathmiglo Primary School,Listening and Talking,83-100%
"P1, P4 & P7 combined",Fife,5425727,Strathmiglo Primary School,Reading,72.4137931
"P1, P4 & P7 combined",Fife,5425727,Strathmiglo Primary School,Writing,65.51724138
"P1, P4 & P7 combined",Fife,5425727,Strathmiglo Primary School,Numeracy,68.96551724
"P1, P4 & P7 combined",Fife,5425824,St Monans Primary School,Listening and Talking,84.7826087
"P1, P4 & P7 combined",Fife,5425824,St Monans Primary School,Reading,82.60869565
"P1, P4 & P7 combined",Fife,5425824,St Monans Primary School,Writing,76.08695652
"P1, P4 & P7 combined",Fife,5425824,St Monans Primary School,Numeracy,84.7826087
"P1, P4 & P7 combined",Fife,5425921,Tayport Primary School,Listening and Talking,90.74074074
"P1, P4 & P7 combined",Fife,5425921,Tayport Primary School,Reading,83.33333333
"P1, P4 & P7 combined",Fife,5425921,Tayport Primary School,Writing,79.62962963
"P1, P4 & P7 combined",Fife,5425921,Tayport Primary School,Numeracy,81.48148148
"P1, P4 & P7 combined",Fife,5426022,Wormit Primary School,Listening and Talking,94-100%
"P1, P4 & P7 combined",Fife,5426022,Wormit Primary School,Reading,87.5
"P1, P4 & P7 combined",Fife,5426022,Wormit Primary School,Writing,79.54545455
"P1, P4 & P7 combined",Fife,5426022,Wormit Primary School,Numeracy,89.77272727
S3,Fife,5426138,Waid Academy,Listening and Talking,93.43065693
S3,Fife,5426138,Waid Academy,Reading,92.70072993
S3,Fife,5426138,Waid Academy,Writing,89.7810219
S3,Fife,5426138,Waid Academy,Numeracy,94.16058394
S3,Fife,5426332,Bell Baxter High School,Listening and Talking,86.75958188
S3,Fife,5426332,Bell Baxter High School,Reading,86.41114983
S3,Fife,5426332,Bell Baxter High School,Writing,86.41114983
S3,Fife,5426332,Bell Baxter High School,Numeracy,90.97222222
S3,Fife,5426537,Madras College,Listening and Talking,88.63636364
S3,Fife,5426537,Madras College,Reading,87.12121212
S3,Fife,5426537,Madras College,Writing,84.46969697
S3,Fife,5426537,Madras College,Numeracy,98.10606061
"P1, P4 & P7 combined",Fife,5440025,Carnegie Primary School,Listening and Talking,95.74468085
"P1, P4 & P7 combined",Fife,5440025,Carnegie Primary School,Reading,86.5248227
"P1, P4 & P7 combined",Fife,5440025,Carnegie Primary School,Writing,84.75177305
"P1, P4 & P7 combined",Fife,5440025,Carnegie Primary School,Numeracy,87.58865248
"P1, P4 & P7 combined",Fife,5440327,Aberdour Primary School,Listening and Talking,92-100%
"P1, P4 & P7 combined",Fife,5440327,Aberdour Primary School,Reading,92-100%
"P1, P4 & P7 combined",Fife,5440327,Aberdour Primary School,Writing,89.83050847
"P1, P4 & P7 combined",Fife,5440327,Aberdour Primary School,Numeracy,92-100%
"P1, P4 & P7 combined",Fife,5440424,Benarty Primary School,Listening and Talking,55.83333333
"P1, P4 & P7 combined",Fife,5440424,Benarty Primary School,Reading,55.83333333
"P1, P4 & P7 combined",Fife,5440424,Benarty Primary School,Writing,50
"P1, P4 & P7 combined",Fife,5440424,Benarty Primary School,Numeracy,56.66666667
"P1, P4 & P7 combined",Fife,5440521,Blairhall Primary School,Listening and Talking,83-100%
"P1, P4 & P7 combined",Fife,5440521,Blairhall Primary School,Reading,62.06896552
"P1, P4 & P7 combined",Fife,5440521,Blairhall Primary School,Writing,55.17241379
"P1, P4 & P7 combined",Fife,5440521,Blairhall Primary School,Numeracy,75.86206897
"P1, P4 & P7 combined",Fife,5440726,Carnock Primary School,Listening and Talking,81-100%
"P1, P4 & P7 combined",Fife,5440726,Carnock Primary School,Reading,81-100%
"P1, P4 & P7 combined",Fife,5440726,Carnock Primary School,Writing,61.53846154
"P1, P4 & P7 combined",Fife,5440726,Carnock Primary School,Numeracy,65.38461538
"P1, P4 & P7 combined",Fife,5440823,Cairneyhill Primary & Community School,Listening and Talking,91
"P1, P4 & P7 combined",Fife,5440823,Cairneyhill Primary & Community School,Reading,86
"P1, P4 & P7 combined",Fife,5440823,Cairneyhill Primary & Community School,Writing,81
"P1, P4 & P7 combined",Fife,5440823,Cairneyhill Primary & Community School,Numeracy,88
"P1, P4 & P7 combined",Fife,5440920,Cowdenbeath Primary School,Listening and Talking,74.07407407
"P1, P4 & P7 combined",Fife,5440920,Cowdenbeath Primary School,Reading,70.37037037
"P1, P4 & P7 combined",Fife,5440920,Cowdenbeath Primary School,Writing,61.72839506
"P1, P4 & P7 combined",Fife,5440920,Cowdenbeath Primary School,Numeracy,64.19753086
"P1, P4 & P7 combined",Fife,5441021,Foulford Primary School,Listening and Talking,83.89261745
"P1, P4 & P7 combined",Fife,5441021,Foulford Primary School,Reading,71.81208054
"P1, P4 & P7 combined",Fife,5441021,Foulford Primary School,Writing,67.11409396
"P1, P4 & P7 combined",Fife,5441021,Foulford Primary School,Numeracy,72.48322148
"P1, P4 & P7 combined",Fife,5441129,St Bride's R C Primary School,Listening and Talking,90.14084507
"P1, P4 & P7 combined",Fife,5441129,St Bride's R C Primary School,Reading,87.32394366
"P1, P4 & P7 combined",Fife,5441129,St Bride's R C Primary School,Writing,81.69014085
"P1, P4 & P7 combined",Fife,5441129,St Bride's R C Primary School,Numeracy,81.69014085
"P1, P4 & P7 combined",Fife,5441323,Crossford Primary School,Listening and Talking,81.11111111
"P1, P4 & P7 combined",Fife,5441323,Crossford Primary School,Reading,68.88888889
"P1, P4 & P7 combined",Fife,5441323,Crossford Primary School,Writing,65.55555556
"P1, P4 & P7 combined",Fife,5441323,Crossford Primary School,Numeracy,66.66666667
"P1, P4 & P7 combined",Fife,5441420,Crossgates Primary School,Listening and Talking,88.65979381
"P1, P4 & P7 combined",Fife,5441420,Crossgates Primary School,Reading,83.50515464
"P1, P4 & P7 combined",Fife,5441420,Crossgates Primary School,Writing,85.56701031
"P1, P4 & P7 combined",Fife,5441420,Crossgates Primary School,Numeracy,85.56701031
"P1, P4 & P7 combined",Fife,5441528,Culross Primary School,Listening and Talking,78-100%
"P1, P4 & P7 combined",Fife,5441528,Culross Primary School,Reading,78-100%
"P1, P4 & P7 combined",Fife,5441528,Culross Primary School,Writing,78-100%
"P1, P4 & P7 combined",Fife,5441528,Culross Primary School,Numeracy,78-100%
"P1, P4 & P7 combined",Fife,5441625,Dalgety Bay Primary School,Listening and Talking,94.21487603
"P1, P4 & P7 combined",Fife,5441625,Dalgety Bay Primary School,Reading,91.73553719
"P1, P4 & P7 combined",Fife,5441625,Dalgety Bay Primary School,Writing,90.90909091
"P1, P4 & P7 combined",Fife,5441625,Dalgety Bay Primary School,Numeracy,92.56198347
"P1, P4 & P7 combined",Fife,5441927,Commercial Primary School,Listening and Talking,91.17647059
"P1, P4 & P7 combined",Fife,5441927,Commercial Primary School,Reading,85.88235294
"P1, P4 & P7 combined",Fife,5441927,Commercial Primary School,Writing,81.17647059
"P1, P4 & P7 combined",Fife,5441927,Commercial Primary School,Numeracy,88.23529412
"P1, P4 & P7 combined",Fife,5442028,Lynburn Primary School,Listening and Talking,68.62745098
"P1, P4 & P7 combined",Fife,5442028,Lynburn Primary School,Reading,63.39869281
"P1, P4 & P7 combined",Fife,5442028,Lynburn Primary School,Writing,58.82352941
"P1, P4 & P7 combined",Fife,5442028,Lynburn Primary School,Numeracy,63.39869281
"P1, P4 & P7 combined",Fife,5442125,McLean Primary School,Listening and Talking,86.14457831
"P1, P4 & P7 combined",Fife,5442125,McLean Primary School,Reading,83.73493976
"P1, P4 & P7 combined",Fife,5442125,McLean Primary School,Writing,83.73493976
"P1, P4 & P7 combined",Fife,5442125,McLean Primary School,Numeracy,84.93975904
"P1, P4 & P7 combined",Fife,5442222,Milesmark Primary School,Listening and Talking,88-100%
"P1, P4 & P7 combined",Fife,5442222,Milesmark Primary School,Reading,88-100%
"P1, P4 & P7 combined",Fife,5442222,Milesmark Primary School,Writing,88-100%
"P1, P4 & P7 combined",Fife,5442222,Milesmark Primary School,Numeracy,88.37209302
"P1, P4 & P7 combined",Fife,5442524,Pitreavie Primary School,Listening and Talking,76.05633803
"P1, P4 & P7 combined",Fife,5442524,Pitreavie Primary School,Reading,69.71830986
"P1, P4 & P7 combined",Fife,5442524,Pitreavie Primary School,Writing,67.6056338
"P1, P4 & P7 combined",Fife,5442524,Pitreavie Primary School,Numeracy,71.83098592
"P1, P4 & P7 combined",Fife,5442621,Pittencrieff Primary School,Listening and Talking,77.33333333
"P1, P4 & P7 combined",Fife,5442621,Pittencrieff Primary School,Reading,72
"P1, P4 & P7 combined",Fife,5442621,Pittencrieff Primary School,Writing,74.66666667
"P1, P4 & P7 combined",Fife,5442621,Pittencrieff Primary School,Numeracy,72
"P1, P4 & P7 combined",Fife,5442729,St Margaret's R C Primary School,Listening and Talking,89.33333333
"P1, P4 & P7 combined",Fife,5442729,St Margaret's R C Primary School,Reading,87.33333333
"P1, P4 & P7 combined",Fife,5442729,St Margaret's R C Primary School,Writing,86.66666667
"P1, P4 & P7 combined",Fife,5442729,St Margaret's R C Primary School,Numeracy,88.66666667
"P1, P4 & P7 combined",Fife,5442826,St Leonard's Primary School,Listening and Talking,66.23376623
"P1, P4 & P7 combined",Fife,5442826,St Leonard's Primary School,Reading,63.63636364
"P1, P4 & P7 combined",Fife,5442826,St Leonard's Primary School,Writing,59.74025974
"P1, P4 & P7 combined",Fife,5442826,St Leonard's Primary School,Numeracy,64.93506494
"P1, P4 & P7 combined",Fife,5442923,Touch Primary School,Listening and Talking,85.95041322
"P1, P4 & P7 combined",Fife,5442923,Touch Primary School,Reading,69.4214876
"P1, P4 & P7 combined",Fife,5442923,Touch Primary School,Writing,70.24793388
"P1, P4 & P7 combined",Fife,5442923,Touch Primary School,Numeracy,81.81818182
"P1, P4 & P7 combined",Fife,5443024,Townhill Primary School,Listening and Talking,81.63265306
"P1, P4 & P7 combined",Fife,5443024,Townhill Primary School,Reading,85.71428571
"P1, P4 & P7 combined",Fife,5443024,Townhill Primary School,Writing,85.71428571
"P1, P4 & P7 combined",Fife,5443024,Townhill Primary School,Numeracy,83.67346939
"P1, P4 & P7 combined",Fife,5443229,Hill of Beath Primary School,Listening and Talking,94-100%
"P1, P4 & P7 combined",Fife,5443229,Hill of Beath Primary School,Reading,94.25287356
"P1, P4 & P7 combined",Fife,5443229,Hill of Beath Primary School,Writing,90.8045977
"P1, P4 & P7 combined",Fife,5443229,Hill of Beath Primary School,Numeracy,94-100%
"P1, P4 & P7 combined",Fife,5443326,Inverkeithing Primary School,Listening and Talking,85.29411765
"P1, P4 & P7 combined",Fife,5443326,Inverkeithing Primary School,Reading,79.41176471
"P1, P4 & P7 combined",Fife,5443326,Inverkeithing Primary School,Writing,79.41176471
"P1, P4 & P7 combined",Fife,5443326,Inverkeithing Primary School,Numeracy,83.08823529
"P1, P4 & P7 combined",Fife,5443423,Kelty Primary School,Listening and Talking,89.30481283
"P1, P4 & P7 combined",Fife,5443423,Kelty Primary School,Reading,83.95721925
"P1, P4 & P7 combined",Fife,5443423,Kelty Primary School,Writing,75.93582888
"P1, P4 & P7 combined",Fife,5443423,Kelty Primary School,Numeracy,81.28342246
"P1, P4 & P7 combined",Fife,5443520,St Joseph's R C Primary School,Listening and Talking,90.56603774
"P1, P4 & P7 combined",Fife,5443520,St Joseph's R C Primary School,Reading,86.79245283
"P1, P4 & P7 combined",Fife,5443520,St Joseph's R C Primary School,Writing,86.79245283
"P1, P4 & P7 combined",Fife,5443520,St Joseph's R C Primary School,Numeracy,88.67924528
"P1, P4 & P7 combined",Fife,5443628,Limekilns Primary School,Listening and Talking,80.59701493
"P1, P4 & P7 combined",Fife,5443628,Limekilns Primary School,Reading,82.08955224
"P1, P4 & P7 combined",Fife,5443628,Limekilns Primary School,Writing,58.20895522
"P1, P4 & P7 combined",Fife,5443628,Limekilns Primary School,Numeracy,77.6119403
"P1, P4 & P7 combined",Fife,5443725,St Patrick's R C Primary School,Listening and Talking,84.09090909
"P1, P4 & P7 combined",Fife,5443725,St Patrick's R C Primary School,Reading,81.81818182
"P1, P4 & P7 combined",Fife,5443725,St Patrick's R C Primary School,Writing,80.68181818
"P1, P4 & P7 combined",Fife,5443725,St Patrick's R C Primary School,Numeracy,84.09090909
"P1, P4 & P7 combined",Fife,5443822,Lochgelly South Primary School,Listening and Talking,80.82191781
"P1, P4 & P7 combined",Fife,5443822,Lochgelly South Primary School,Reading,83.56164384
"P1, P4 & P7 combined",Fife,5443822,Lochgelly South Primary School,Writing,82.19178082
"P1, P4 & P7 combined",Fife,5443822,Lochgelly South Primary School,Numeracy,86.30136986
"P1, P4 & P7 combined",Fife,5444020,Lochgelly West Primary School,Listening and Talking,70.83333333
"P1, P4 & P7 combined",Fife,5444020,Lochgelly West Primary School,Reading,65.625
"P1, P4 & P7 combined",Fife,5444020,Lochgelly West Primary School,Writing,61.45833333
"P1, P4 & P7 combined",Fife,5444020,Lochgelly West Primary School,Numeracy,73.95833333
"P1, P4 & P7 combined",Fife,5444128,St Kenneth's R C Primary School,Listening and Talking,74.31192661
"P1, P4 & P7 combined",Fife,5444128,St Kenneth's R C Primary School,Reading,70.64220183
"P1, P4 & P7 combined",Fife,5444128,St Kenneth's R C Primary School,Writing,67.88990826
"P1, P4 & P7 combined",Fife,5444128,St Kenneth's R C Primary School,Numeracy,73.39449541
"P1, P4 & P7 combined",Fife,5444225,Lumphinnans Primary & Community School,Listening and Talking,78.94736842
"P1, P4 & P7 combined",Fife,5444225,Lumphinnans Primary & Community School,Reading,64.9122807
"P1, P4 & P7 combined",Fife,5444225,Lumphinnans Primary & Community School,Writing,63.15789474
"P1, P4 & P7 combined",Fife,5444225,Lumphinnans Primary & Community School,Numeracy,66.66666667
"P1, P4 & P7 combined",Fife,5444322,North Queensferry Primary School,Listening and Talking,83-100%
"P1, P4 & P7 combined",Fife,5444322,North Queensferry Primary School,Reading,83-100%
"P1, P4 & P7 combined",Fife,5444322,North Queensferry Primary School,Writing,83-100%
"P1, P4 & P7 combined",Fife,5444322,North Queensferry Primary School,Numeracy,83-100%
"P1, P4 & P7 combined",Fife,5444527,Holy Name RC Primary School,Listening and Talking,[c]
"P1, P4 & P7 combined",Fife,5444527,Holy Name RC Primary School,Reading,[c]
"P1, P4 & P7 combined",Fife,5444527,Holy Name RC Primary School,Writing,[c]
"P1, P4 & P7 combined",Fife,5444527,Holy Name RC Primary School,Numeracy,[c]
"P1, P4 & P7 combined",Fife,5444624,Inzievar Primary School,Listening and Talking,73.56321839
"P1, P4 & P7 combined",Fife,5444624,Inzievar Primary School,Reading,74.71264368
"P1, P4 & P7 combined",Fife,5444624,Inzievar Primary School,Writing,66.66666667
"P1, P4 & P7 combined",Fife,5444624,Inzievar Primary School,Numeracy,67.81609195
"P1, P4 & P7 combined",Fife,5444721,Camdean Primary School,Listening and Talking,90.83333333
"P1, P4 & P7 combined",Fife,5444721,Camdean Primary School,Reading,84.16666667
"P1, P4 & P7 combined",Fife,5444721,Camdean Primary School,Writing,79.16666667
"P1, P4 & P7 combined",Fife,5444721,Camdean Primary School,Numeracy,81.66666667
"P1, P4 & P7 combined",Fife,5444829,King's Road Primary School,Listening and Talking,91.94630872
"P1, P4 & P7 combined",Fife,5444829,King's Road Primary School,Reading,74.4966443
"P1, P4 & P7 combined",Fife,5444829,King's Road Primary School,Writing,74.4966443
"P1, P4 & P7 combined",Fife,5444829,King's Road Primary School,Numeracy,73.82550336
"P1, P4 & P7 combined",Fife,5444926,Park Road Primary School,Listening and Talking,82.85714286
"P1, P4 & P7 combined",Fife,5444926,Park Road Primary School,Reading,68.57142857
"P1, P4 & P7 combined",Fife,5444926,Park Road Primary School,Writing,61.42857143
"P1, P4 & P7 combined",Fife,5444926,Park Road Primary School,Numeracy,77.14285714
"P1, P4 & P7 combined",Fife,5445027,St John's R C Primary School,Listening and Talking,92.07920792
"P1, P4 & P7 combined",Fife,5445027,St John's R C Primary School,Reading,88.11881188
"P1, P4 & P7 combined",Fife,5445027,St John's R C Primary School,Writing,85.14851485
"P1, P4 & P7 combined",Fife,5445027,St John's R C Primary School,Numeracy,90.0990099
"P1, P4 & P7 combined",Fife,5445124,Saline Primary School,Listening and Talking,90.90909091
"P1, P4 & P7 combined",Fife,5445124,Saline Primary School,Reading,89.09090909
"P1, P4 & P7 combined",Fife,5445124,Saline Primary School,Writing,81.81818182
"P1, P4 & P7 combined",Fife,5445124,Saline Primary School,Numeracy,87.27272727
"P1, P4 & P7 combined",Fife,5445221,Torryburn Primary School,Listening and Talking,76.66666667
"P1, P4 & P7 combined",Fife,5445221,Torryburn Primary School,Reading,78.33333333
"P1, P4 & P7 combined",Fife,5445221,Torryburn Primary School,Writing,71.66666667
"P1, P4 & P7 combined",Fife,5445221,Torryburn Primary School,Numeracy,73.33333333
"P1, P4 & P7 combined",Fife,5445329,Tulliallan Primary School,Listening and Talking,92.39130435
"P1, P4 & P7 combined",Fife,5445329,Tulliallan Primary School,Reading,88.04347826
"P1, P4 & P7 combined",Fife,5445329,Tulliallan Primary School,Writing,78.26086957
"P1, P4 & P7 combined",Fife,5445329,Tulliallan Primary School,Numeracy,83.69565217
"P1, P4 & P7 combined",Fife,5445426,St Serf's R C Primary School,Listening and Talking,79.16666667
"P1, P4 & P7 combined",Fife,5445426,St Serf's R C Primary School,Reading,79.16666667
"P1, P4 & P7 combined",Fife,5445426,St Serf's R C Primary School,Writing,75
"P1, P4 & P7 combined",Fife,5445426,St Serf's R C Primary School,Numeracy,79.16666667
"P1, P4 & P7 combined",Fife,5445523,Canmore Primary School,Listening and Talking,80.71428571
"P1, P4 & P7 combined",Fife,5445523,Canmore Primary School,Reading,62.85714286
"P1, P4 & P7 combined",Fife,5445523,Canmore Primary School,Writing,66.42857143
"P1, P4 & P7 combined",Fife,5445523,Canmore Primary School,Numeracy,78.57142857
S3,Fife,5446139,Dunfermline High School,Listening and Talking,89.17910448
S3,Fife,5446139,Dunfermline High School,Reading,86.94029851
S3,Fife,5446139,Dunfermline High School,Writing,84.70149254
S3,Fife,5446139,Dunfermline High School,Numeracy,94.7761194
S3,Fife,5446236,Queen Anne High School,Listening and Talking,90.61583578
S3,Fife,5446236,Queen Anne High School,Reading,90.61583578
S3,Fife,5446236,Queen Anne High School,Writing,90.61583578
S3,Fife,5446236,Queen Anne High School,Numeracy,96.77419355
S3,Fife,5446430,Woodmill High School,Listening and Talking,94.00921659
S3,Fife,5446430,Woodmill High School,Reading,93.5483871
S3,Fife,5446430,Woodmill High School,Writing,91.70506912
S3,Fife,5446430,Woodmill High School,Numeracy,88.01843318
S3,Fife,5446538,St Columba's R C High School,Listening and Talking,78.75
S3,Fife,5446538,St Columba's R C High School,Reading,78.75
S3,Fife,5446538,St Columba's R C High School,Writing,76.25
S3,Fife,5446538,St Columba's R C High School,Numeracy,91.25
S3,Fife,5446732,Inverkeithing High School,Listening and Talking,85.8778626
S3,Fife,5446732,Inverkeithing High School,Reading,88.16793893
S3,Fife,5446732,Inverkeithing High School,Writing,88.54961832
S3,Fife,5446732,Inverkeithing High School,Numeracy,83.58778626
"P1, P4 & P7 combined",Fife,5447127,Donibristle Primary School,Listening and Talking,95.23809524
"P1, P4 & P7 combined",Fife,5447127,Donibristle Primary School,Reading,84.52380952
"P1, P4 & P7 combined",Fife,5447127,Donibristle Primary School,Writing,79.76190476
"P1, P4 & P7 combined",Fife,5447127,Donibristle Primary School,Numeracy,85.71428571
"P1, P4 & P7 combined",Fife,5447224,Bellyeoman Primary School,Listening and Talking,78.88888889
"P1, P4 & P7 combined",Fife,5447224,Bellyeoman Primary School,Reading,70
"P1, P4 & P7 combined",Fife,5447224,Bellyeoman Primary School,Writing,68.88888889
"P1, P4 & P7 combined",Fife,5447224,Bellyeoman Primary School,Numeracy,75.55555556
S3,Fife,5447232,Beath High School,Listening and Talking,86
S3,Fife,5447232,Beath High School,Reading,86
S3,Fife,5447232,Beath High School,Writing,86
S3,Fife,5447232,Beath High School,Numeracy,91.6
S3,Fife,5447437,Lochgelly High School,Listening and Talking,83.43558282
S3,Fife,5447437,Lochgelly High School,Reading,80.36809816
S3,Fife,5447437,Lochgelly High School,Writing,73.6196319
S3,Fife,5447437,Lochgelly High School,Numeracy,58.89570552
"P1, P4 & P7 combined",Glasgow City,1001507,Highpark Primary School,Listening and Talking,76.40449438
"P1, P4 & P7 combined",Glasgow City,1001507,Highpark Primary School,Reading,62.92134831
"P1, P4 & P7 combined",Glasgow City,1001507,Highpark Primary School,Writing,59.5505618
"P1, P4 & P7 combined",Glasgow City,1001507,Highpark Primary School,Numeracy,69.66292135
"P1, P4 & P7 combined",Glasgow City,1003275,Glendale Gaelic Primary School,Listening and Talking,76-100%
"P1, P4 & P7 combined",Glasgow City,1003275,Glendale Gaelic Primary School,Reading,66.66666667
"P1, P4 & P7 combined",Glasgow City,1003275,Glendale Gaelic Primary School,Writing,66.66666667
"P1, P4 & P7 combined",Glasgow City,1003275,Glendale Gaelic Primary School,Numeracy,72
"P1, P4 & P7 combined",Glasgow City,1004379,Clyde Primary School,Listening and Talking,79.22077922
"P1, P4 & P7 combined",Glasgow City,1004379,Clyde Primary School,Reading,70.77922078
"P1, P4 & P7 combined",Glasgow City,1004379,Clyde Primary School,Writing,64.28571429
"P1, P4 & P7 combined",Glasgow City,1004379,Clyde Primary School,Numeracy,71.42857143
"P1, P4 & P7 combined",Glasgow City,1004778,Riverbank Primary School,Listening and Talking,86.13861386
"P1, P4 & P7 combined",Glasgow City,1004778,Riverbank Primary School,Reading,77.22772277
"P1, P4 & P7 combined",Glasgow City,1004778,Riverbank Primary School,Writing,76.23762376
"P1, P4 & P7 combined",Glasgow City,1004778,Riverbank Primary School,Numeracy,85.14851485
"P1, P4 & P7 combined",Glasgow City,1005189,Govan Gaelic Primary School,Listening and Talking,[c]
"P1, P4 & P7 combined",Glasgow City,1005189,Govan Gaelic Primary School,Reading,[c]
"P1, P4 & P7 combined",Glasgow City,1005189,Govan Gaelic Primary School,Writing,[c]
"P1, P4 & P7 combined",Glasgow City,1005189,Govan Gaelic Primary School,Numeracy,56
"P1, P4 & P7 combined",Glasgow City,1005278,North Kelvinside Primary School,Listening and Talking,72.5
"P1, P4 & P7 combined",Glasgow City,1005278,North Kelvinside Primary School,Reading,65
"P1, P4 & P7 combined",Glasgow City,1005278,North Kelvinside Primary School,Writing,65
"P1, P4 & P7 combined",Glasgow City,1005278,North Kelvinside Primary School,Numeracy,75
"P1, P4 & P7 combined",Glasgow City,8400024,Camstradden Primary School,Listening and Talking,82.78688525
"P1, P4 & P7 combined",Glasgow City,8400024,Camstradden Primary School,Reading,50
"P1, P4 & P7 combined",Glasgow City,8400024,Camstradden Primary School,Writing,39.3442623
"P1, P4 & P7 combined",Glasgow City,8400024,Camstradden Primary School,Numeracy,58.19672131
"P1, P4 & P7 combined",Glasgow City,8400121,Oakwood Primary School,Listening and Talking,87.01298701
"P1, P4 & P7 combined",Glasgow City,8400121,Oakwood Primary School,Reading,85.71428571
"P1, P4 & P7 combined",Glasgow City,8400121,Oakwood Primary School,Writing,77.92207792
"P1, P4 & P7 combined",Glasgow City,8400121,Oakwood Primary School,Numeracy,88.31168831
"P1, P4 & P7 combined",Glasgow City,8400229,Riverside Primary School,Listening and Talking,64.58333333
"P1, P4 & P7 combined",Glasgow City,8400229,Riverside Primary School,Reading,65.625
"P1, P4 & P7 combined",Glasgow City,8400229,Riverside Primary School,Writing,60.41666667
"P1, P4 & P7 combined",Glasgow City,8400229,Riverside Primary School,Numeracy,73.95833333
"P1, P4 & P7 combined",Glasgow City,8405328,Alexandra Parade Primary School,Listening and Talking,80.59701493
"P1, P4 & P7 combined",Glasgow City,8405328,Alexandra Parade Primary School,Reading,77.6119403
"P1, P4 & P7 combined",Glasgow City,8405328,Alexandra Parade Primary School,Writing,63.43283582
"P1, P4 & P7 combined",Glasgow City,8405328,Alexandra Parade Primary School,Numeracy,71.64179104
"P1, P4 & P7 combined",Glasgow City,8405425,Anderston Primary School,Listening and Talking,81.44329897
"P1, P4 & P7 combined",Glasgow City,8405425,Anderston Primary School,Reading,79.3814433
"P1, P4 & P7 combined",Glasgow City,8405425,Anderston Primary School,Writing,74.22680412
"P1, P4 & P7 combined",Glasgow City,8405425,Anderston Primary School,Numeracy,78.35051546
"P1, P4 & P7 combined",Glasgow City,8405522,Annette Street Primary School,Listening and Talking,50
"P1, P4 & P7 combined",Glasgow City,8405522,Annette Street Primary School,Reading,18.91891892
"P1, P4 & P7 combined",Glasgow City,8405522,Annette Street Primary School,Writing,17.56756757
"P1, P4 & P7 combined",Glasgow City,8405522,Annette Street Primary School,Numeracy,18.42105263
"P1, P4 & P7 combined",Glasgow City,8405921,Balornock Primary School,Listening and Talking,87.31343284
"P1, P4 & P7 combined",Glasgow City,8405921,Balornock Primary School,Reading,73.13432836
"P1, P4 & P7 combined",Glasgow City,8405921,Balornock Primary School,Writing,70.14925373
"P1, P4 & P7 combined",Glasgow City,8405921,Balornock Primary School,Numeracy,74.62686567
"P1, P4 & P7 combined",Glasgow City,8406022,Bankhead Primary School,Listening and Talking,80.92105263
"P1, P4 & P7 combined",Glasgow City,8406022,Bankhead Primary School,Reading,77.63157895
"P1, P4 & P7 combined",Glasgow City,8406022,Bankhead Primary School,Writing,69.07894737
"P1, P4 & P7 combined",Glasgow City,8406022,Bankhead Primary School,Numeracy,79.60526316
"P1, P4 & P7 combined",Glasgow City,8406324,Barmulloch Primary School,Listening and Talking,80.64516129
"P1, P4 & P7 combined",Glasgow City,8406324,Barmulloch Primary School,Reading,74.19354839
"P1, P4 & P7 combined",Glasgow City,8406324,Barmulloch Primary School,Writing,77.41935484
"P1, P4 & P7 combined",Glasgow City,8406324,Barmulloch Primary School,Numeracy,67.74193548
"P1, P4 & P7 combined",Glasgow City,8406529,Battlefield Primary School,Listening and Talking,91.97530864
"P1, P4 & P7 combined",Glasgow City,8406529,Battlefield Primary School,Reading,80.86419753
"P1, P4 & P7 combined",Glasgow City,8406529,Battlefield Primary School,Writing,79.01234568
"P1, P4 & P7 combined",Glasgow City,8406529,Battlefield Primary School,Numeracy,79.01234568
