School_Number,School_Name,LA_Code,Local_Authority,Sector,Governance,WM_Code,Welsh_Medium_Type,School_Type,Religious_Character,Address1,Address2,Address3,Address4,Postcode,Phone_Number,Pupils,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6812019,GABALFA PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Colwill Road,Llandaff North,Cardiff,,CF14 2QQ,02920624615,246,,,,,,,,,,
6812031,Kitchener Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,1 Kitchener Road,Riverside,Cardiff,,CF11 6HT,02920387505,455,,,,,,,,,,
6812033,LANSDOWNE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Norfolk Street,Canton,Cardiff,,CF5 1JY,02920383184,320,,,,,,,,,,
6812037,MOORLAND PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Moorland Road,Splott,Cardiff,,CF24 2LJ,02920462170,395,,,,,,,,,,
6812039,Radnor Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Radnor Road,Canton,Cardiff,,CF5 1RB,02920387506,250,,,,,,,,,,
6812041,RHYDYPENAU PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rhyd Y Penau Road,Cyncoed,Cardiff,,CF14 0NX,02920757253,500,,,,,,,,,,
6812043,ROATH PARK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pen-Y-Wain Road,Roath,Cardiff,,CF24 4BB,02920499549,466,,,,,,,,,,
6812045,GREENWAY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanstephan Road,Rumney,Cardiff,,CF3 3JG,02920777048,247,,,,,,,,,,
6812050,STACEY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stacey Road,Adamsdown,Cardiff,,CF24 1DW,02920499508,223,,,,,,,,,,
6812052,TON-YR-YWEN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-Y-Coed Road,Heath,Cardiff,,CF14 4HG,02920754633,459,,,,,,,,,,
6812061,PETER LEA PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Carter Place,Fairwater,Cardiff,,CF5 3NP,02920562034,325,,,,,,,,,,
6812065,BRYN HAFOD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blagdon Close,Llanrumney,Cardiff,,CF3 4HF,02920793402,403,,,,,,,,,,
6812069,Pen-Y-Bryn Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunster Road,Llanrumney,Cardiff,,CF3 5TP,02920777618,243,,,,,,,,,,
6812072,COED GLAS PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ty Glas Avenue,Llanishen,Cardiff,,CF14 5DW,02920754862,496,,,,,,,,,,
6812074,LAKESIDE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ontario Way,Cyncoed,Cardiff,,CF23 6HB,02920767050,469,,,,,,,,,,
6812075,PENTREBANE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920565773,198,,,,,,,,,,
6812084,MOUNT STUART PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Adelaide Street,Butetown,Cardiff,,CF10 5BS,02920481188,433,,,,,,,,,,
6812090,LLANISHEN FACH PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Uchaf,Rhiwbina,Cardiff,,CF14 6SS,02920627886,508,,,,,,,,,,
6812092,RHIWBEINA PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lon Ucha,Rhiwbina,Cardiff,,CF14 6HL,02920623732,692,,,,,,,,,,
6812094,LLANEDEYRN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wellwood,Llanedeyrn,Cardiff,,CF23 9JN,02920736420,291,,,,,,,,,,
6812096,SPRINGWOOD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennsylvania,Llanedeyrn,Cardiff,,CF23 9LS,02920735101,286,,,,,,,,,,
6812101,NINIAN PARK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Virgil Street,Leckwith,Cardiff,,CF11 8TF,02920388991,584,,,,,,,,,,
6812104,CORYTON PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hollybush Estate,Whitchurch,Cardiff,,CF14 7DS,02920616792,195,,,,,,,,,,
6812107,BRYN CELYN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Celyn,Pentwyn,Cardiff,,CF23 7EH,02920400770,185,,,,,,,,,,
6812111,YSGOL GYNRADD GWAELOD Y GARTH,681,Cardiff,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Main Road,Gwaelod-y-Garth,Cardiff,,CF15 9HJ,02920810489,243,,,,,,,,,,
6812132,RADYR PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Road,Radyr,Cardiff,,CF15 8DF,02920842228,455,,,,,,,,,,
6812137,Tongwynlais Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Merthyr Road,Tongwynlais,Cardiff,,CF15 7LF,02920810383,190,,,,,,,,,,
6812147,LLYSFAEN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Rowan Way,Lisvane,Cardiff,,CF14 0TB,02920756071,459,,,,,,,,,,
6812153,BRYN DERI PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Caer Graig,Radyr,Cardiff,,CF15 8RD,02920843328,226,,,,,,,,,,
6812164,OAKFIELD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ferntree Drive,Trowbridge,Cardiff,,CF3 0AA,02920799396,446,,,,,,,,,,
6812166,YSGOL GYMRAEG MELIN GRUFFYDD,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Glan-Y-Nant Road,Whitchurch,Cardiff,,CF14 1AP,02920691247,467,,,,,,,,,,
6812169,Ysgol-Y-Wern,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangrannog Road,Llanishen,Cardiff,,CF14 5BL,02920762114,685,,,,,,,,,,
6812170,YSGOL GYMRAEG COED-Y-GOF,681,Cardiff,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920564585,212,,,,,,,,,,
6812171,YSGOL BRO EIRWG,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ridgeway Road,Llanrumney,Cardiff,,CF3 4AB,02920777124,382,,,,,,,,,,
6812173,YSGOL GYMRAEG TREGANNA,681,Cardiff,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Sanatorium Road,Canton,Cardiff,,CF11 8DG,02920590830,670,,,,,,,,,,
6812174,WILLOWBROOK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sandbrook Road,Trowbridge,Cardiff,,CF3 0ST,02920795965,423,,,,,,,,,,
6812175,PENTYRCH PRIMARY,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Bronllwyn,Pentyrch,Cardiff,,CF15 9QL,02920890292,159,,,,,,,,,,
6812176,THORNHILL PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Hir,Llanishen,Cardiff,,CF14 9LA,02920751302,447,,,,,,,,,,
6812177,YSGOL PENCAE,681,Cardiff,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Highfields,Llandaff,Cardiff,,CF5 2QA,02920563851,198,,,,,,,,,,
6812179,Meadowlane Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Maes Eirwg,Trowbridge,Cardiff,,CF3 0JZ,02920360340,309,,,,,,,,,,
6812180,YSGOL MYNYDD BYCHAN,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,New Zealand Road,Cathays,Cardiff,,CF14 3BR,02920613417,246,,,,,,,,,,
6812305,CREIGIAU PRIMARY SCHOOL,681,Cardiff,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Tregarth Court,Creigiau,Cardiff,,CF15 9NN,02920891045,367,,,,,,,,,,
6812306,YSGOL GYMRAEG PWLL COCH,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Lawrenny Avenue,Leckwith,Cardiff,,CF11 8BR,02920373453,324,,,,,,,,,,
6812308,Ysgol Y Berllan Deg,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Circle Way East,Llanedeyrn,,,CF23 9LD,02920734152,388,,,,,,,,,,
6812309,GLADSTONE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Whitchurch Road,Cathays,Cardiff,,CF14 3JL,02920229944,224,,,,,,,,,,
6812310,GLAN-YR-AFON PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Browning Close,Llanrumney,Cardiff,,CF3 5NJ,02920778176,145,,,,,,,,,,
6812311,Grangetown Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Bromsgrove Street,Grangetown,Cardiff,,CF11 7XS,02920233379,370,,,,,,,,,,
6812312,Herbert Thompson Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Plymouth Wood Road,Ely,Cardiff,,CF5 4XD,02920561115,484,,,,,,,,,,
6812313,Ysgol Glan Morfa,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Lewis Road,Splott,Cardiff,,CF24 2LZ,02920483663,246,,,,,,,,,,
6812314,Ysgol Pen Y Pil,681,Cardiff,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Glan-Y-Mor Road,Trowbridge,Cardiff,,CF3 1RQ,02920791255,173,,,,,,,,,,
6812315,Ysgol Gymraeg Nant Caerau,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Caerau Lane,Caerau,Cardiff,,CF5 5QZ,02920599469,230,,,,,,,,,,
6812317,Rumney Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Barmouth Road,Rumney,Cardiff,,CF3 3HD,02920791345,446,,,,,,,,,,
6812318,Windsor Clive Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Grand Avenue,Ely,Cardiff,,CF5 4HX,02920591297,452,,,,,,,,,,
6812319,Severn Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Severn Road,Pontcanna,Cardiff,,CF11 9DZ,02920387507,443,,,,,,,,,,
6812320,Hawthorn Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hawthorn Road East,Llandaff North ,Cardiff,,CF14 2FL,02920564345,224,,,,,,,,,,
6812321,Danescourt Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Danescourt Way,Llandaff,Cardiff,,CF5 2SN,02920552422,432,,,,,,,,,,
6812322,Hywel Dda Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cambria Road,Ely,Cardiff,,CF5 4PD,02920591275,414,,,,,,,,,,
6812323,Ysgol Gynradd Gymraeg Pen-Y-Groes,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bryn Celyn,Pentwyn,Cardiff,,CF23 7EH,02920735723,114,,,,,,,,,,
6812324,Trowbridge Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brynbala Way,Trowbridge,Cardiff,,CF3 1SX,02920792361,191,,,,,,,,,,
6812325,Ysgol Glan Ceubal,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Colwill Road,Llandaff North,Cardiff,,CF14 2QQ,02920626650,208,,,,,,,,,,
6812326,Marlborough Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Agincourt Road,Roath,Cardiff,,CF23 5BS,02920492564,507,,,,,,,,,,
6812327,Pencaerau Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cyntwell Avenue,Caerau,Cardiff,,CF5 5QN,02920599224,242,,,,,,,,,,
6812328,Glyncoed Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glyn Coed Road,Pentwyn,Cardiff,,CF23 7DW,02920733694,321,,,,,,,,,,
6812329,Whitchurch Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Erw Las,Whitchurch,Cardiff,,CF14 1NL,02920623441,687,,,,,,,,,,
6812330,Pontprennau Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Pontprennau,Pontprennau,Cardiff,,CF23 8LL,02920735812,469,,,,,,,,,,
6812331,Howardian Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hammond Way,Penylan,Cardiff,,CF23 9NB,02920499451,456,,,,,,,,,,
6812332,Ysgol Gynradd Gymraeg Hamadryad,681,Cardiff,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Hamadryad Road,Butetown,Cardiff,,CF10 5UY,02920471173,333,,,,,,,,,,
6812333,Ysgol Gynradd Groes Wen,681,Cardiff,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",Not available,Rhodfa Plasdwr,St Fagans,Cardiff,,CF5 2FG,02920598950,62,,,,,,,,,,
6813000,ST. MELLONS CHURCH IN WALES PRIMARY,681,Cardiff,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Bridge Road,Old St Mellons,Cardiff,,CF3 5TP,02920794195,158,,,,,,,,,,
6813321,ST ALBAN'S RC PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Mona Place,Splott,Cardiff,,CF24 2TG,02920462915,177,,,,,,,,,,
6813323,ST CUTHBERT'S RC PRIMARY,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Letton Road,Butetown,Cardiff,,CF10 4AB,02920 463234,125,,,,,,,,,,
6813328,St. Joseph's RC School,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,204 North Road,Gabalfa,Cardiff,,CF14 3BL,02920621625,229,,,,,,,,,,
6813330,ST. MARY'S R.C. PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Wyndham Crescent,Pontcanna,Cardiff,,CF11 9EF,02920225680,226,,,,,,,,,,
6813332,ST PATRICK'S R C SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Lucknow Street,Grangetown,Cardiff,,CF11 6NA,02920226237,314,,,,,,,,,,
6813334,ST. PETER'S PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Southey Street,Roath,Cardiff,,CF24 3SP,02920497847,460,,,,,,,,,,
6813336,St Cadoc's Catholic Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Shaw Close,Llanrumney,Cardiff,,CF3 5NX,02920778545,336,,,,,,,,,,
6813341,ST MONICAS C/W PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Whitchurch Road,Cathays,Cardiff,,CF14 3JL,02920233925,145,,,,,,,,,,
6813343,ST.PAUL'S C/W PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Oakley Place,Grangetown,Cardiff,,CF11 7EU,02920235854,228,,,,,,,,,,
6813344,TREDEGARVILLE C/W PRIMARY,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Glossop Road,Adamsdown,Cardiff,,CF24 0JT,02920483680,235,,,,,,,,,,
6813346,LLANDAFF CITY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,Church in Wales,Hendre Close,Llandaff,Cardiff,,CF5 2HT,02920565932,415,,,,,,,,,,
6813351,CHRIST THE KING PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,Roman Catholic,Everest Avenue,Llanishen,Cardiff,,CF14 5AS,02920754787,233,,,,,,,,,,
6813353,St John Lloyd,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Cemaes Crescent,Trowbridge,Cardiff,,CF3 1TA,02920777690,331,,,,,,,,,,
6813354,HOLY FAMILY R.C. PRIMARY,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Beechley Drive,Fairwater,Cardiff,,CF5 3SN,02920565354,167,,,,,,,,,,
6813355,ST MARY THE VIRGIN C/W PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,5 North Church Street,Butetown,Cardiff,,CF10 5HB,02920481608,215,,,,,,,,,,
6813357,ALL SAINTS C/W PRIMARY,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Ael-Y-Bryn,Llanedeyrn,Cardiff,,CF23 9LF,02920735106,140,,,,,,,,,,
6813366,ST FAGANS CHURCH IN WALES,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Drope Road,Ely,Cardiff,,CF5 4SZ,02920670569,211,,,,,,,,,,
6813370,ST BERNADETTES PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Bryn Heulog,Pentwyn,Cardiff,,CF23 7JB,02920733443,240,,,,,,,,,,
6813371,ST DAVID'S C/W PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Bryn Celyn,Pentwyn,Cardiff,,CF23 7ED,02920734308,219,,,,,,,,,,
6813373,BISHOP CHILDS C/W PRIMARY,681,Cardiff,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Willowbrook Drive,Trowbridge,Cardiff,,CF3 0AY,02920770584,205,,,,,,,,,,
6813374,ST PHILIP EVANS PRIMARY SCHOOL,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Coed-Y-Gores,Llanedeyrn,Cardiff,,CF23 9NX,02920732514,379,,,,,,,,,,
6813375,St. Francis R. C. Primary Sch.,681,Cardiff,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Wilson Road,Ely,Cardiff,,CF5 4JL,02920591666,322,,,,,,,,,,
6814039,CARDIFF HIGH SCHOOL,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Llandennis Road,Cyncoed,Cardiff,,CF23 6WG,02920757741,1775,,,,,,,,,,
6814041,Willows High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Willows Avenue,Splott,Cardiff,,CF24 2YE,02920414243,808,,,,,,,,,,
6814042,Fitzalan High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Leckwith Road,Canton,Cardiff,,CF11 8XB,02920232850,1830,,,,,,,,,,
6814049,Cantonian High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Fairwater Road,Fairwater,Cardiff,,CF5 3JR,02920415250,934,,,,,,,,,,
6814051,Llanishen High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Hir,Llanishen,Cardiff,,CF14 5YL,02920680800,1708,,,,,,,,,,
6814054,Cathays High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Crown Way,Cathays,Cardiff,,CF14 3XG,02920544400,1205,,,,,,,,,,
6814070,Radyr Comprehensive School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Isaf,Radyr,Cardiff,,CF15 8XG,02920845100,1431,,,,,,,,,,
6814071,Ysgol Gyfun Gymraeg Glantaf,681,Cardiff,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Bridge Road,Llandaff North,Cardiff,,CF14 2JL,02920838803,1495,,,,,,,,,,
6814072,Ysgol Gyfun Gymraeg Plasmawr,681,Cardiff,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Waterhall Road,Fairwater,Cardiff,,CF5 3PZ,02920405499,1173,,,,,,,,,,
6814074,Ysgol Gyfun Gymraeg Bro Edern,681,Cardiff,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Llanedeyrn Road,Penylan,Cardiff,,CF23 9DT,02920489445,936,,,,,,,,,,
6814075,Cardiff West Community High School,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Penally Road,Caerau,Cardiff,,CF5 5XP,02920671444,1137,,,,,,,,,,
6814076,Eastern High,681,Cardiff,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Eastern Community Campus,Trowbridge Road,Trowbridge,Cardiff,CF3 1XZ,02920792751,1216,,,,,,,,,,
6814600,St. Illtyd's Catholic High School,681,Cardiff,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Newport Road,Rumney,Cardiff,,CF3 1XQ,02920778174,995,,,,,,,,,,
6814607,Mary Immaculate High School,681,Cardiff,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Caerau Lane,Wenvoe,Cardiff,,CF5 5QZ,02920593465,846,,,,,,,,,,
6814608,Bishop of Llandaff Church in Wales High School,681,Cardiff,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Church in Wales,Rookwood Close,Llandaff,Cardiff,,CF5 2NR,02920562485,1272,,,,,,,,,,
6814609,St Teilo's C-in-W High School,681,Cardiff,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Church in Wales,Circle Way East,Llanedyern,Cardiff,,CF23 9PD,02920547180,1374,,,,,,,,,,
6814611,CORPUS CHRISTI CATHOLIC HIGH SCHOOL,681,Cardiff,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Ty-Draw Road,Pontprennau,Cardiff,,CF23 6XL,02920761893,1126,,,,,,,,,,
6815403,Whitchurch High School,681,Cardiff,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Penlline Road,Whitchurch,Cardiff,,CF14 2XJ,02920629700,2471,,,,,,,,,,
6817001,GREENHILL SPECIAL SCHOOL,681,Cardiff,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Heol Brynglas,Rhiwbina,Cardiff,,CF14 6UJ,02920693786,70,,,,,,,,,,
6817005,THE COURT SCHOOL,681,Cardiff,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Station Road,Llanishen,Cardiff,,CF14 5UX,02920752713,42,,,,,,,,,,
6817006,WOODLANDS HIGH SCHOOL,681,Cardiff,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Vincent Road,Caerau,Cardiff,,CF5 5AQ,02920561279,170,,,,,,,,,,
